name,hp,attack,defense,sp_attack,sp_defense,speed,types,all_moves,image_url,game_source,is_mega,national_dex_hint,pokeapi_id
Kommo-o,75,110,125,100,105,85,"['dragon', 'fighting']","['Mega Punch', 'Fire Punch', 'Ice Punch', 'Thunder Punch', 'Swords Dance', 'Mega Kick', 'Headbutt', 'Tackle', 'Body Slam', 'Take Down', 'Double Edge', 'Leer', 'Roar', 'Flamethrower', 'Hyper Beam', 'Low Kick', 'Counter', 'Earthquake', 'Toxic', 'Screech', 'Double Team', 'Bide', 'Rest', 'Rock Slide', 'Substitute', 'Snore', 'Reversal', 'Protect', 'Scary Face', 'Belly Drum', 'Outrage', 'Sandstorm', 'Endure', 'False Swipe', 'Swagger', 'Attract', 'Sleep Talk', 'Return', 'Frustration', 'Safeguard', 'Dragon Breath', 'Iron Tail', 'Metal Claw', 'Hidden Power', 'Rain Dance', 'Sunny Day', 'Uproar', 'Facade', 'Focus Punch', 'Taunt', 'Helping Hand', 'Superpower', 'Revenge', 'Brick Break', 'Endeavor', 'Hyper Voice', 'Rock Tomb', 'Metal Sound', 'Sky Uppercut', 'Aerial Ace', 'Iron Defense', 'Dragon Claw', 'Bulk Up', 'Dragon Dance', 'Shock Wave', 'Water Pulse', 'Close Combat', 'Payback', 'Fling', 'Aura Sphere', 'Rock Polish', 'Poison Jab', 'Aqua Tail', 'X Scissor', 'Dragon Pulse', 'Drain Punch', 'Vacuum Wave', 'Focus Blast', 'Giga Impact', 'Shadow Claw', 'Flash Cannon', 'Draco Meteor', 'Iron Head', 'Stealth Rock', 'Autotomize', 'Round', 'Echoed Voice', 'Bulldoze', 'Dragon Tail', 'Work Up', 'Dual Chop', 'Noble Roar', 'Boomburst', 'Confide', 'Laser Focus', 'Throat Chop', 'Clanging Scales', 'Brutal Swing', 'Stomping Tantrum', 'Clangorous Soul', 'Body Press', 'Breaking Swipe', 'Scale Shot', 'Coaching', 'Tera Blast', 'Dragon Cheer', 'Upper Hand']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/784.png,Champions,False,,784
Corviknight,98,87,105,53,85,67,"['flying', 'steel']","['Fly', 'Sand Attack', 'Fury Attack', 'Body Slam', 'Take Down', 'Double Edge', 'Leer', 'Hyper Beam', 'Peck', 'Drill Peck', 'Agility', 'Screech', 'Light Screen', 'Reflect', 'Focus Energy', 'Swift', 'Sky Attack', 'Rest', 'Substitute', 'Thief', 'Snore', 'Curse', 'Reversal', 'Spite', 'Protect', 'Scary Face', 'Endure', 'Swagger', 'Steel Wing', 'Attract', 'Sleep Talk', 'Metal Claw', 'Rain Dance', 'Sunny Day', 'Rock Smash', 'Facade', 'Taunt', 'Revenge', 'Fake Tears', 'Air Cutter', 'Metal Sound', 'Aerial Ace', 'Iron Defense', 'Bulk Up', 'Roost', 'Pluck', 'Tailwind', 'U Turn', 'Payback', 'Assurance', 'Air Slash', 'Brave Bird', 'Giga Impact', 'Nasty Plot', 'Flash Cannon', 'Defog', 'Iron Head', 'Hone Claws', 'Heavy Slam', 'Round', 'Retaliate', 'Work Up', 'Hurricane', 'Power Trip', 'Body Press', 'Steel Beam', 'Dual Wingbeat', 'Tera Blast']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/823.png,Champions,False,,823
Flapple,70,110,80,95,60,70,"['grass', 'dragon']","['Wing Attack', 'Fly', 'Take Down', 'Hyper Beam', 'Leech Seed', 'Growth', 'Solar Beam', 'Withdraw', 'Focus Energy', 'Rest', 'Substitute', 'Snore', 'Protect', 'Scary Face', 'Outrage', 'Giga Drain', 'Endure', 'Attract', 'Sleep Talk', 'Dragon Breath', 'Twister', 'Sunny Day', 'Facade', 'Recycle', 'Endeavor', 'Astonish', 'Bullet Seed', 'Aerial Ace', 'Iron Defense', 'Magical Leaf', 'Dragon Dance', 'U Turn', 'Seed Bomb', 'Air Slash', 'Dragon Pulse', 'Dragon Rush', 'Energy Ball', 'Giga Impact', 'Draco Meteor', 'Leaf Storm', 'Grass Knot', 'Heavy Slam', 'Acid Spray', 'Round', 'Acrobatics', 'Grassy Terrain', 'Grav Apple', 'Grassy Glide', 'Dual Wingbeat', 'Tera Blast', 'Pounce', 'Trailblaze']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/841.png,Champions,False,,841
Appletun,110,85,80,100,80,30,"['grass', 'dragon']","['Stomp', 'Headbutt', 'Body Slam', 'Take Down', 'Hyper Beam', 'Leech Seed', 'Growth', 'Solar Beam', 'Earthquake', 'Recover', 'Withdraw', 'Light Screen', 'Reflect', 'Amnesia', 'Rest', 'Substitute', 'Snore', 'Curse', 'Protect', 'Outrage', 'Giga Drain', 'Endure', 'Attract', 'Sleep Talk', 'Safeguard', 'Sweet Scent', 'Rain Dance', 'Sunny Day', 'Facade', 'Helping Hand', 'Superpower', 'Recycle', 'Astonish', 'Bullet Seed', 'Iron Defense', 'Magical Leaf', 'Gyro Ball', 'Payback', 'Seed Bomb', 'Dragon Pulse', 'Energy Ball', 'Giga Impact', 'Zen Headbutt', 'Draco Meteor', 'Leaf Storm', 'Iron Head', 'Grass Knot', 'Heavy Slam', 'Round', 'Bulldoze', 'Dragon Tail', 'Grassy Terrain', 'High Horsepower', 'Stomping Tantrum', 'Body Press', 'Apple Acid', 'Grassy Glide', 'Tera Blast', 'Pounce', 'Trailblaze']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/842.png,Champions,False,,842
Sandaconda,72,107,125,65,70,71,['ground'],"['Slam', 'Sand Attack', 'Headbutt', 'Body Slam', 'Wrap', 'Take Down', 'Hyper Beam', 'Earthquake', 'Dig', 'Screech', 'Minimize', 'Skull Bash', 'Glare', 'Rest', 'Rock Slide', 'Substitute', 'Snore', 'Protect', 'Scary Face', 'Mud Slap', 'Outrage', 'Sandstorm', 'Endure', 'Attract', 'Sleep Talk', 'Facade', 'Endeavor', 'Rock Tomb', 'Sand Tomb', 'Iron Defense', 'Mud Shot', 'Poison Tail', 'Rock Blast', 'Earth Power', 'Giga Impact', 'Thunder Fang', 'Fire Fang', 'Zen Headbutt', 'Iron Head', 'Stone Edge', 'Stealth Rock', 'Coil', 'Round', 'Bulldoze', 'Drill Run', 'Hurricane', 'High Horsepower', 'Brutal Swing', 'Body Press', 'Scale Shot', 'Skitter Smack', 'Scorching Sands', 'Tera Blast']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/844.png,Champions,False,,844
Polteageist,60,65,65,134,114,70,['ghost'],"['Psybeam', 'Hyper Beam', 'Mega Drain', 'Psychic', 'Night Shade', 'Confuse Ray', 'Withdraw', 'Light Screen', 'Reflect', 'Metronome', 'Self Destruct', 'Rest', 'Substitute', 'Snore', 'Curse', 'Spite', 'Protect', 'Giga Drain', 'Endure', 'Sleep Talk', 'Pain Split', 'Baton Pass', 'Sweet Scent', 'Shadow Ball', 'Will O Wisp', 'Memento', 'Facade', 'Trick', 'Skill Swap', 'Imprison', 'Astonish', 'Aromatherapy', 'Magical Leaf', 'Calm Mind', 'Payback', 'Sucker Punch', 'Dark Pulse', 'Giga Impact', 'Nasty Plot', 'Trick Room', 'Wonder Room', 'Psyshock', 'Foul Play', 'Round', 'Stored Power', 'Ally Switch', 'Shell Smash', 'Hex', 'Phantom Force', 'Aromatic Mist', 'Strength Sap', 'Teatime', 'Poltergeist', 'Tera Blast']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/855.png,Champions,False,,855
Hatterene,57,90,95,136,103,29,"['psychic', 'fairy']","['Swords Dance', 'Psybeam', 'Hyper Beam', 'Thunder Wave', 'Confusion', 'Psychic', 'Agility', 'Light Screen', 'Reflect', 'Metronome', 'Swift', 'Rest', 'Substitute', 'Snore', 'Protect', 'Giga Drain', 'Endure', 'Charm', 'Attract', 'Sleep Talk', 'Safeguard', 'Pain Split', 'Baton Pass', 'Psych Up', 'Shadow Ball', 'Future Sight', 'Facade', 'Helping Hand', 'Trick', 'Skill Swap', 'Imprison', 'Aromatherapy', 'Magical Leaf', 'Calm Mind', 'Gravity', 'Healing Wish', 'Power Swap', 'Guard Swap', 'Dark Pulse', 'Giga Impact', 'Shadow Claw', 'Psycho Cut', 'Trick Room', 'Power Whip', 'Wonder Room', 'Psyshock', 'Magic Room', 'Round', 'Stored Power', 'Heal Pulse', 'Disarming Voice', 'Draining Kiss', 'Misty Terrain', 'Play Rough', 'Play Nice', 'Mystical Fire', 'Aromatic Mist', 'Dazzling Gleam', 'Psychic Terrain', 'Brutal Swing', 'Magic Powder', 'Life Dew', 'Expanding Force', 'Misty Explosion', 'Tera Blast', 'Psychic Noise']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/858.png,Champions,False,,858
Mr. Rime,80,85,75,110,100,70,"['ice', 'psychic']","['Pound', 'Mega Punch', 'Ice Punch', 'Double Kick', 'Mega Kick', 'Body Slam', 'Ice Beam', 'Blizzard', 'Psybeam', 'Hyper Beam', 'Solar Beam', 'Thunderbolt', 'Thunder Wave', 'Thunder', 'Confusion', 'Psychic', 'Hypnosis', 'Mimic', 'Screech', 'Light Screen', 'Reflect', 'Metronome', 'Rest', 'Substitute', 'Thief', 'Snore', 'Protect', 'Icy Wind', 'Endure', 'Charm', 'Attract', 'Sleep Talk', 'Safeguard', 'Baton Pass', 'Encore', 'Rapid Spin', 'Rain Dance', 'Sunny Day', 'Mirror Coat', 'Shadow Ball', 'Future Sight', 'Uproar', 'Hail', 'Facade', 'Taunt', 'Helping Hand', 'Trick', 'Role Play', 'Recycle', 'Brick Break', 'Skill Swap', 'Teeter Dance', 'Slack Off', 'Fake Tears', 'Icicle Spear', 'Iron Defense', 'Block', 'Calm Mind', 'Payback', 'Fling', 'Copycat', 'Power Swap', 'Guard Swap', 'Sucker Punch', 'Drain Punch', 'Focus Blast', 'Energy Ball', 'Giga Impact', 'Nasty Plot', 'Avalanche', 'Ice Shard', 'Zen Headbutt', 'Trick Room', 'Grass Knot', 'Wonder Room', 'Psyshock', 'Magic Room', 'Foul Play', 'After You', 'Round', 'Stored Power', 'Ally Switch', 'Freeze Dry', 'Misty Terrain', 'Dazzling Gleam', 'Psychic Terrain', 'Stomping Tantrum', 'Expanding Force', 'Triple Axel']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/866.png,Champions,False,,866
Runerigus,58,95,145,50,105,30,"['ground', 'ghost']","['Slam', 'Disable', 'Hyper Beam', 'Earthquake', 'Psychic', 'Night Shade', 'Haze', 'Amnesia', 'Rest', 'Rock Slide', 'Substitute', 'Thief', 'Snore', 'Curse', 'Protect', 'Scary Face', 'Destiny Bond', 'Sandstorm', 'Endure', 'Mean Look', 'Attract', 'Sleep Talk', 'Safeguard', 'Rain Dance', 'Shadow Ball', 'Will O Wisp', 'Facade', 'Taunt', 'Trick', 'Revenge', 'Skill Swap', 'Imprison', 'Astonish', 'Fake Tears', 'Rock Tomb', 'Sand Tomb', 'Iron Defense', 'Calm Mind', 'Rock Blast', 'Payback', 'Power Swap', 'Guard Swap', 'Toxic Spikes', 'Dark Pulse', 'Dragon Pulse', 'Energy Ball', 'Earth Power', 'Giga Impact', 'Nasty Plot', 'Shadow Claw', 'Zen Headbutt', 'Trick Room', 'Stone Edge', 'Stealth Rock', 'Grass Knot', 'Guard Split', 'Power Split', 'Wonder Room', 'Round', 'Ally Switch', 'Hex', 'Bulldoze', 'Phantom Force', 'Crafty Shield', 'Brutal Swing', 'Body Press', 'Poltergeist']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/867.png,Champions,False,,867
Alcremie,65,60,75,110,121,64,['fairy'],"['Tackle', 'Hyper Beam', 'Solar Beam', 'Psychic', 'Recover', 'Light Screen', 'Metronome', 'Acid Armor', 'Rest', 'Tri Attack', 'Substitute', 'Snore', 'Protect', 'Sweet Kiss', 'Giga Drain', 'Endure', 'Charm', 'Attract', 'Sleep Talk', 'Safeguard', 'Pain Split', 'Encore', 'Sweet Scent', 'Psych Up', 'Facade', 'Helping Hand', 'Endeavor', 'Imprison', 'Aromatherapy', 'Fake Tears', 'Magical Leaf', 'Calm Mind', 'Fling', 'Last Resort', 'Drain Punch', 'Energy Ball', 'Giga Impact', 'Wonder Room', 'Psyshock', 'Magic Room', 'Entrainment', 'Round', 'Stored Power', 'Disarming Voice', 'Draining Kiss', 'Misty Terrain', 'Play Rough', 'Mystical Fire', 'Aromatic Mist', 'Dazzling Gleam', 'Baby Doll Eyes', 'Decorate', 'Misty Explosion', 'Tera Blast', 'Alluring Voice']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/869.png,Champions,False,,869
Morpeko,58,95,58,70,58,97,"['electric', 'dark']","['Thunder Punch', 'Take Down', 'Thrash', 'Double Edge', 'Tail Whip', 'Leer', 'Bite', 'Thunder Shock', 'Thunderbolt', 'Thunder Wave', 'Thunder', 'Agility', 'Quick Attack', 'Swift', 'Rest', 'Super Fang', 'Substitute', 'Thief', 'Snore', 'Reversal', 'Spite', 'Protect', 'Scary Face', 'Outrage', 'Endure', 'Swagger', 'Spark', 'Attract', 'Sleep Talk', 'Baton Pass', 'Rapid Spin', 'Crunch', 'Fake Out', 'Uproar', 'Torment', 'Flatter', 'Facade', 'Charge', 'Taunt', 'Revenge', 'Brick Break', 'Knock Off', 'Endeavor', 'Fake Tears', 'Tickle', 'Bullet Seed', 'Payback', 'Assurance', 'Fling', 'Dark Pulse', 'Seed Bomb', 'Nasty Plot', 'Thunder Fang', 'Ice Fang', 'Fire Fang', 'Charge Beam', 'Electro Ball', 'Foul Play', 'Round', 'Quash', 'Volt Switch', 'Electroweb', 'Wild Charge', 'Snarl', 'Parting Shot', 'Eerie Impulse', 'Electric Terrain', 'Power Trip', 'Psychic Fangs', 'Stomping Tantrum', 'Aura Wheel', 'Rising Voltage', 'Lash Out', 'Tera Blast']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/877.png,Champions,False,,877
Dragapult,88,120,75,100,75,142,"['dragon', 'ghost']","['Fly', 'Body Slam', 'Take Down', 'Double Edge', 'Bite', 'Flamethrower', 'Hydro Pump', 'Surf', 'Hyper Beam', 'Solar Beam', 'Thunderbolt', 'Thunder Wave', 'Thunder', 'Agility', 'Quick Attack', 'Night Shade', 'Light Screen', 'Reflect', 'Fire Blast', 'Swift', 'Rest', 'Tri Attack', 'Substitute', 'Thief', 'Snore', 'Curse', 'Protect', 'Lock On', 'Outrage', 'Endure', 'Steel Wing', 'Attract', 'Sleep Talk', 'Dragon Breath', 'Baton Pass', 'Sunny Day', 'Shadow Ball', 'Beat Up', 'Will O Wisp', 'Facade', 'Helping Hand', 'Dive', 'Astonish', 'Dragon Claw', 'Dragon Dance', 'Brine', 'U Turn', 'Assurance', 'Last Resort', 'Sucker Punch', 'Dragon Pulse', 'Dragon Rush', 'Giga Impact', 'Draco Meteor', 'Double Hit', 'Round', 'Ally Switch', 'Scald', 'Hex', 'Acrobatics', 'Dragon Tail', 'Phantom Force', 'Infestation', 'Psychic Fangs', 'Dragon Darts', 'Breaking Swipe', 'Tera Blast', 'Pounce', 'Dragon Cheer']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/887.png,Champions,False,,887
Wyrdeer,103,105,72,105,75,65,"['normal', 'psychic']","['Stomp', 'Sand Attack', 'Tackle', 'Body Slam', 'Take Down', 'Double Edge', 'Leer', 'Roar', 'Psybeam', 'Hyper Beam', 'Solar Beam', 'Thunderbolt', 'Thunder Wave', 'Thunder', 'Earthquake', 'Dig', 'Confusion', 'Psychic', 'Hypnosis', 'Agility', 'Confuse Ray', 'Light Screen', 'Reflect', 'Swift', 'Rest', 'Substitute', 'Thief', 'Curse', 'Spite', 'Protect', 'Scary Face', 'Endure', 'Sleep Talk', 'Megahorn', 'Rain Dance', 'Sunny Day', 'Psych Up', 'Shadow Ball', 'Future Sight', 'Uproar', 'Facade', 'Helping Hand', 'Trick', 'Role Play', 'Skill Swap', 'Imprison', 'Astonish', 'Extrasensory', 'Calm Mind', 'Gravity', 'Energy Ball', 'Earth Power', 'Giga Impact', 'Zen Headbutt', 'Trick Room', 'Charge Beam', 'Psyshock', 'Stored Power', 'Bulldoze', 'Wild Charge', 'High Horsepower', 'Throat Chop', 'Lunge', 'Expanding Force', 'Psyshield Bash', 'Tera Blast', 'Trailblaze', 'Psychic Noise']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/899.png,Champions,False,,899
Kleavor,70,135,95,45,70,85,"['bug', 'rock']","['Swords Dance', 'Take Down', 'Double Edge', 'Leer', 'Hyper Beam', 'Agility', 'Quick Attack', 'Double Team', 'Light Screen', 'Focus Energy', 'Swift', 'Rest', 'Rock Slide', 'Slash', 'Substitute', 'Thief', 'Reversal', 'Protect', 'Scary Face', 'Sandstorm', 'Endure', 'False Swipe', 'Fury Cutter', 'Sleep Talk', 'Baton Pass', 'Sunny Day', 'Facade', 'Helping Hand', 'Brick Break', 'Air Cutter', 'Rock Tomb', 'Silver Wind', 'Aerial Ace', 'Rock Blast', 'Tailwind', 'U Turn', 'Close Combat', 'Air Slash', 'X Scissor', 'Bug Buzz', 'Vacuum Wave', 'Giga Impact', 'Stone Edge', 'Stealth Rock', 'Bug Bite', 'Double Hit', 'Smack Down', 'Acrobatics', 'Struggle Bug', 'Lunge', 'Skitter Smack', 'Dual Wingbeat', 'Stone Axe', 'Tera Blast', 'Pounce', 'Trailblaze']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/900.png,Champions,False,,900
Basculegion,120,112,65,80,75,78,"['water', 'ghost']","['Headbutt', 'Tackle', 'Take Down', 'Thrash', 'Double Edge', 'Tail Whip', 'Bite', 'Water Gun', 'Hydro Pump', 'Surf', 'Ice Beam', 'Blizzard', 'Hyper Beam', 'Agility', 'Night Shade', 'Confuse Ray', 'Waterfall', 'Rest', 'Substitute', 'Flail', 'Spite', 'Protect', 'Scary Face', 'Icy Wind', 'Outrage', 'Sleep Talk', 'Pain Split', 'Rain Dance', 'Crunch', 'Shadow Ball', 'Whirlpool', 'Uproar', 'Facade', 'Endeavor', 'Muddy Water', 'Mud Shot', 'Water Pulse', 'Giga Impact', 'Ice Fang', 'Zen Headbutt', 'Aqua Jet', 'Head Smash', 'Soak', 'Hex', 'Phantom Force', 'Psychic Fangs', 'Liquidation', 'Scale Shot', 'Flip Turn', 'Wave Crash', 'Tera Blast', 'Last Respects', 'Snowscape', 'Chilling Water']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/902.png,Champions,False,,902
Sneasler,80,130,60,40,80,120,"['fighting', 'poison']","['Fire Punch', 'Scratch', 'Swords Dance', 'Take Down', 'Leer', 'Hyper Beam', 'Low Kick', 'Dig', 'Toxic', 'Agility', 'Quick Attack', 'Screech', 'Swift', 'Rest', 'Rock Slide', 'Slash', 'Substitute', 'Thief', 'Reversal', 'Spite', 'Protect', 'Sludge Bomb', 'Endure', 'False Swipe', 'Sleep Talk', 'Metal Claw', 'Rain Dance', 'Sunny Day', 'Shadow Ball', 'Rock Smash', 'Facade', 'Focus Punch', 'Taunt', 'Brick Break', 'Rock Tomb', 'Aerial Ace', 'Bulk Up', 'Poison Tail', 'Calm Mind', 'U Turn', 'Close Combat', 'Fling', 'Toxic Spikes', 'Poison Jab', 'X Scissor', 'Vacuum Wave', 'Focus Blast', 'Giga Impact', 'Nasty Plot', 'Shadow Claw', 'Gunk Shot', 'Grass Knot', 'Hone Claws', 'Venoshock', 'Sludge Wave', 'Low Sweep', 'Acid Spray', 'Acrobatics', 'Throat Chop', 'Lash Out', 'Coaching', 'Dire Claw', 'Tera Blast', 'Trailblaze', 'Upper Hand']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/903.png,Champions,False,,903
Meowscarada,76,110,70,81,70,123,"['grass', 'dark']","['Thunder Punch', 'Scratch', 'Take Down', 'Tail Whip', 'Bite', 'Hyper Beam', 'Low Kick', 'Solar Beam', 'Agility', 'Quick Attack', 'Double Team', 'Swift', 'Rest', 'Slash', 'Substitute', 'Thief', 'Protect', 'Mud Slap', 'Spikes', 'Giga Drain', 'Endure', 'Charm', 'Sleep Talk', 'Psych Up', 'Shadow Ball', 'Facade', 'Taunt', 'Helping Hand', 'Trick', 'Brick Break', 'Knock Off', 'Skill Swap', 'Fake Tears', 'Bullet Seed', 'Aerial Ace', 'Frenzy Plant', 'Magical Leaf', 'U Turn', 'Fling', 'Worry Seed', 'Toxic Spikes', 'Aura Sphere', 'Dark Pulse', 'Night Slash', 'Seed Bomb', 'Power Gem', 'Energy Ball', 'Giga Impact', 'Nasty Plot', 'Shadow Claw', 'Trick Room', 'Leaf Storm', 'Grass Knot', 'Hone Claws', 'Low Sweep', 'Foul Play', 'Acrobatics', 'Grass Pledge', 'Petal Blizzard', 'Disarming Voice', 'Grassy Terrain', 'Play Rough', 'Leafage', 'Throat Chop', 'Pollen Puff', 'Grassy Glide', 'Lash Out', 'Triple Axel', 'Tera Blast', 'Flower Trick', 'Trailblaze', 'Chilling Water']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/908.png,Champions,False,,908
Skeledirge,104,75,100,110,75,66,"['fire', 'ghost']","['Tackle', 'Body Slam', 'Take Down', 'Leer', 'Bite', 'Roar', 'Sing', 'Ember', 'Flamethrower', 'Hyper Beam', 'Solar Beam', 'Fire Spin', 'Earthquake', 'Dig', 'Night Shade', 'Lick', 'Fire Blast', 'Rest', 'Substitute', 'Curse', 'Protect', 'Scary Face', 'Mud Slap', 'Outrage', 'Endure', 'Sleep Talk', 'Encore', 'Sunny Day', 'Crunch', 'Shadow Ball', 'Heat Wave', 'Will O Wisp', 'Facade', 'Helping Hand', 'Imprison', 'Hyper Voice', 'Blast Burn', 'Overheat', 'Flare Blitz', 'Seed Bomb', 'Earth Power', 'Giga Impact', 'Shadow Claw', 'Thunder Fang', 'Fire Fang', 'Zen Headbutt', 'Flame Charge', 'Round', 'Hex', 'Incinerate', 'Fire Pledge', 'Heat Crash', 'Snarl', 'Disarming Voice', 'Stomping Tantrum', 'Poltergeist', 'Scorching Sands', 'Tera Blast', 'Torch Song', 'Alluring Voice', 'Temper Flare']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/911.png,Champions,False,,911
Quaquaval,85,120,80,85,75,85,"['water', 'fighting']","['Pound', 'Swords Dance', 'Wing Attack', 'Mega Kick', 'Take Down', 'Growl', 'Water Gun', 'Hydro Pump', 'Surf', 'Hyper Beam', 'Low Kick', 'Counter', 'Agility', 'Focus Energy', 'Swift', 'Rest', 'Substitute', 'Reversal', 'Protect', 'Icy Wind', 'Endure', 'Sleep Talk', 'Baton Pass', 'Encore', 'Rain Dance', 'Psych Up', 'Whirlpool', 'Facade', 'Taunt', 'Helping Hand', 'Brick Break', 'Knock Off', 'Endeavor', 'Feather Dance', 'Hydro Cannon', 'Air Cutter', 'Aerial Ace', 'Bulk Up', 'Water Pulse', 'U Turn', 'Close Combat', 'Fling', 'Air Slash', 'Brave Bird', 'Giga Impact', 'Aqua Jet', 'Double Hit', 'Low Sweep', 'Acrobatics', 'Water Pledge', 'Work Up', 'Hurricane', 'Disarming Voice', 'Misty Terrain', 'Liquidation', 'Coaching', 'Flip Turn', 'Triple Axel', 'Wave Crash', 'Tera Blast', 'Ice Spinner', 'Aqua Step', 'Chilling Water', 'Aqua Cutter', 'Upper Hand']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/914.png,Champions,False,,914
Maushold,74,75,70,65,75,111,['normal'],"['Pound', 'Take Down', 'Double Edge', 'Hyper Beam', 'Low Kick', 'Thunder Wave', 'Dig', 'Agility', 'Swift', 'Rest', 'Super Fang', 'Substitute', 'Thief', 'Protect', 'Mud Slap', 'Endure', 'Charm', 'Sleep Talk', 'Encore', 'Rain Dance', 'Sunny Day', 'Crunch', 'Beat Up', 'Facade', 'Follow Me', 'Taunt', 'Helping Hand', 'Hyper Voice', 'Fake Tears', 'Bullet Seed', 'Aerial Ace', 'Mud Shot', 'Water Pulse', 'U Turn', 'Copycat', 'Seed Bomb', 'Giga Impact', 'Shadow Claw', 'Grass Knot', 'Double Hit', 'Low Sweep', 'Echoed Voice', 'Play Rough', 'Baby Doll Eyes', 'Tera Blast', 'Population Bomb', 'Tidy Up', 'Trailblaze', 'Chilling Water']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/925.png,Champions,False,,925
Garganacl,100,100,130,45,90,35,['rock'],"['Fire Punch', 'Ice Punch', 'Thunder Punch', 'Headbutt', 'Tackle', 'Body Slam', 'Take Down', 'Double Edge', 'Hyper Beam', 'Rock Throw', 'Earthquake', 'Dig', 'Recover', 'Harden', 'Explosion', 'Rest', 'Rock Slide', 'Substitute', 'Curse', 'Protect', 'Sandstorm', 'Endure', 'Sleep Talk', 'Rain Dance', 'Sunny Day', 'Facade', 'Focus Punch', 'Helping Hand', 'Brick Break', 'Rock Tomb', 'Iron Defense', 'Block', 'Mud Shot', 'Rock Blast', 'Gravity', 'Hammer Arm', 'Fling', 'Rock Polish', 'Power Gem', 'Earth Power', 'Giga Impact', 'Avalanche', 'Zen Headbutt', 'Flash Cannon', 'Iron Head', 'Stone Edge', 'Stealth Rock', 'Wide Guard', 'Smack Down', 'Heavy Slam', 'Bulldoze', 'Stomping Tantrum', 'Body Press', 'Meteor Beam', 'Tera Blast', 'Salt Cure', 'Hard Press']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/934.png,Champions,False,,934
Armarouge,85,60,100,125,80,75,"['fire', 'psychic']","['Take Down', 'Leer', 'Ember', 'Flamethrower', 'Psybeam', 'Solar Beam', 'Fire Spin', 'Psychic', 'Night Shade', 'Confuse Ray', 'Light Screen', 'Reflect', 'Fire Blast', 'Rest', 'Substitute', 'Spite', 'Protect', 'Endure', 'Sleep Talk', 'Sunny Day', 'Psych Up', 'Shadow Ball', 'Heat Wave', 'Will O Wisp', 'Facade', 'Taunt', 'Helping Hand', 'Trick', 'Astonish', 'Weather Ball', 'Overheat', 'Iron Defense', 'Calm Mind', 'Fling', 'Flare Blitz', 'Aura Sphere', 'Dark Pulse', 'Dragon Pulse', 'Focus Blast', 'Energy Ball', 'Flash Cannon', 'Trick Room', 'Lava Plume', 'Wide Guard', 'Psyshock', 'Flame Charge', 'Acid Spray', 'Clear Smog', 'Stored Power', 'Ally Switch', 'Incinerate', 'Mystical Fire', 'Psychic Terrain', 'Expanding Force', 'Meteor Beam', 'Scorching Sands', 'Tera Blast', 'Armor Cannon']",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/936.png,Champions,False,,936
